FIPS,State,FIPSYearKey,County,FF/100000,Year,Mortality
01067,AL,1067-2009,Henry,60.0708836,2009,233.5519311
01067,AL,1067-2011,Henry,57.4316563,2011,230.6753969
01069,AL,1069-2007,Houston,88.3029407,2007,221.8868682
01069,AL,1069-2009,Houston,82.9295099,2009,221.4288421
01069,AL,1069-2011,Houston,88.8940988,2011,217.5738191
01071,AL,1071-2007,Jackson,64.3988181,2007,263.3479179
01071,AL,1071-2009,Jackson,56.7773194,2009,261.3360536
01071,AL,1071-2011,Jackson,56.2946839,2011,261.6162578
01073,AL,1073-2007,Jefferson,90.5549248,2007,237.0742293
01073,AL,1073-2009,Jefferson,86.9137644,2009,232.0550549
01073,AL,1073-2011,Jefferson,91.8153798,2011,231.1148552
01075,AL,1075-2007,Lamar,62.1375311,2007,249.2946794
01075,AL,1075-2009,Lamar,49.2957746,2009,243.3956028
01075,AL,1075-2011,Lamar,34.9381595,2011,242.4104125
01077,AL,1077-2007,Lauderdale,71.168749,2007,224.3273772
01077,AL,1077-2009,Lauderdale,68.081117,2009,226.5906756
01077,AL,1077-2011,Lauderdale,73.2908677,2011,226.5289312
01079,AL,1079-2007,Lawrence,61.4916108,2007,243.3750097
01079,AL,1079-2009,Lawrence,73.3008855,2009,241.8085201
01079,AL,1079-2011,Lawrence,52.7596213,2011,242.9468415
01081,AL,1081-2007,Lee,81.8099105,2007,233.4069193
01081,AL,1081-2009,Lee,79.480141,2009,228.3154496
01081,AL,1081-2011,Lee,74.5810913,2011,223.8387535
01083,AL,1083-2007,Limestone,67.6507597,2007,216.516853
01083,AL,1083-2009,Limestone,57.2723107,2009,211.9107801
01083,AL,1083-2011,Limestone,46.8554159,2011,209.6389632
01085,AL,1085-2007,Lowndes,23.6891977,2007,250.6164557
01085,AL,1085-2009,Lowndes,16.2694216,2009,252.7398757
01085,AL,1085-2011,Lowndes,8.9710236,2011,248.1753255
01087,AL,1087-2007,Macon,44.9276665,2007,263.8296921
01087,AL,1087-2009,Macon,45.8947175,2009,263.1129762
01087,AL,1087-2011,Macon,51.9308847,2011,260.5611206
01089,AL,1089-2007,Madison,91.1420158,2007,220.0633499
01089,AL,1089-2009,Madison,91.5348565,2009,212.0729446
01089,AL,1089-2011,Madison,88.2064973,2011,207.7830519
01091,AL,1091-2007,Marengo,84.6461321,2007,239.9888654
01091,AL,1091-2009,Marengo,76.3978418,2009,240.8464686
01091,AL,1091-2011,Marengo,67.6589986,2011,239.055604
01093,AL,1093-2007,Marion,77.9634589,2007,224.8831596
01093,AL,1093-2009,Marion,89.2979805,2009,223.7420206
01093,AL,1093-2011,Marion,75.0089685,2011,226.3797272
01095,AL,1095-2007,Marshall,85.2563374,2007,243.9707366
01095,AL,1095-2009,Marshall,77.4344849,2009,242.5914044
01095,AL,1095-2011,Marshall,74.3368095,2011,245.3048346
01097,AL,1097-2007,Mobile,62.1862924,2007,242.807476
01097,AL,1097-2009,Mobile,61.4493796,2009,243.8332685
01097,AL,1097-2011,Mobile,62.2914026,2011,235.2406207
01099,AL,1099-2007,Monroe,61.5141263,2007,234.1361687
01099,AL,1099-2009,Monroe,44.6647907,2009,232.1592041
01099,AL,1099-2011,Monroe,43.9367311,2011,230.0937988
01101,AL,1101-2007,Montgomery,85.5314472,2007,231.0008862
01101,AL,1101-2009,Montgomery,75.4063689,2009,231.5997888
01101,AL,1101-2011,Montgomery,75.4206316,2011,223.0207091
01103,AL,1103-2007,Morgan,88.5816514,2007,229.0284565
01103,AL,1103-2009,Morgan,85.2565797,2009,221.0414412
01103,AL,1103-2011,Morgan,80.8650055,2011,222.8189864
01105,AL,1105-2007,Perry,18.6462801,2007,267.1494518
01105,AL,1105-2009,Perry,18.8270733,2009,267.288664
01105,AL,1105-2011,Perry,19.2808252,2011,265.8008583
01107,AL,1107-2007,Pickens,35.8919141,2007,249.0818882
01107,AL,1107-2009,Pickens,31.2207306,2009,250.7049167
01107,AL,1107-2011,Pickens,31.0093545,2011,248.2009846
01109,AL,1109-2007,Pike,102.6966143,2007,255.3341027
01109,AL,1109-2009,Pike,98.4865894,2009,252.8516116
01109,AL,1109-2011,Pike,82.0294698,2011,249.4256387
01111,AL,1111-2007,Randolph,40.1983117,2007,219.7954032
01111,AL,1111-2009,Randolph,48.7221509,2009,219.193219
01111,AL,1111-2011,Randolph,39.496204,2011,217.5596161
01113,AL,1113-2007,Russell,89.5932467,2007,273.1564483
01113,AL,1113-2009,Russell,86.535814,2009,270.460145
01113,AL,1113-2011,Russell,78.7949864,2011,267.2250317
01115,AL,1115-2007,St. Clair,54.7666051,2007,#N/A
01115,AL,1115-2009,St. Clair,58.6116369,2009,#N/A
01115,AL,1115-2011,St. Clair,54.5036612,2011,#N/A
01117,AL,1117-2007,Shelby,81.2086463,2007,185.5492048
01117,AL,1117-2009,Shelby,66.4924702,2009,181.3986767
01117,AL,1117-2011,Shelby,68.7090777,2011,180.1366344
01119,AL,1119-2007,Sumter,60.2909036,2007,237.9558737
01119,AL,1119-2009,Sumter,54.4619933,2009,233.2908653
01119,AL,1119-2011,Sumter,51.9364891,2011,230.3927684
01121,AL,1121-2007,Talladega,58.6137231,2007,254.418621
01121,AL,1121-2009,Talladega,61.0652775,2009,252.633605
01121,AL,1121-2011,Talladega,56.3283699,2011,251.045417
01123,AL,1123-2007,Tallapoosa,68.6324975,2007,231.0963467
01123,AL,1123-2009,Tallapoosa,58.5251658,2009,229.9564598
01123,AL,1123-2011,Tallapoosa,62.4654638,2011,229.723427
01125,AL,1125-2007,Tuscaloosa,86.0344808,2007,232.0587695
01125,AL,1125-2009,Tuscaloosa,85.8532344,2009,227.7969366
01125,AL,1125-2011,Tuscaloosa,79.6101637,2011,227.6462748
01127,AL,1127-2007,Walker,75.741024,2007,282.5499286
01127,AL,1127-2009,Walker,65.4621629,2009,286.1776736
01127,AL,1127-2011,Walker,73.506248,2011,290.5721726
01129,AL,1129-2007,Washington,11.6795141,2007,238.8812102
01129,AL,1129-2009,Washington,23.4342961,2009,240.4377985
01129,AL,1129-2011,Washington,17.297048,2011,235.4037837
01131,AL,1131-2007,Wilcox,47.6947536,2007,284.3081059
01131,AL,1131-2009,Wilcox,48.4496124,2009,281.8411492
01131,AL,1131-2011,Wilcox,43.5464205,2011,283.5901267
01133,AL,1133-2007,Winston,73.9949026,2007,245.6130996
01133,AL,1133-2009,Winston,50.0062508,2009,242.0929235
01133,AL,1133-2011,Winston,49.3279073,2011,243.0747945
04001,AZ,4001-2007,Apache,24.5388146,2007,157.2365297
04001,AZ,4001-2009,Apache,21.2491677,2009,155.9801575
04001,AZ,4001-2011,Apache,22.0991423,2011,155.1326521
04003,AZ,4003-2007,Cochise,51.6690675,2007,185.680134
04003,AZ,4003-2009,Cochise,40.1488596,2009,180.8737091
04003,AZ,4003-2011,Cochise,51.7672126,2011,179.4042486
04005,AZ,4005-2007,Coconino,83.169218,2007,149.2517111
04005,AZ,4005-2009,Coconino,86.2540335,2009,146.3661678
04005,AZ,4005-2011,Coconino,91.4423356,2011,143.9139825
04007,AZ,4007-2007,Gila,55.5225824,2007,192.1739181
04007,AZ,4007-2009,Gila,63.2196019,2009,190.5496133
04007,AZ,4007-2011,Gila,62.0954388,2011,189.144386
04009,AZ,4009-2007,Graham,48.9405804,2007,196.2899528
04009,AZ,4009-2009,Graham,43.190714,2009,191.6852581
04009,AZ,4009-2011,Graham,53.8401486,2011,188.2916951
04011,AZ,4011-2007,Greenlee,64.4329897,2007,197.2390695
04011,AZ,4011-2009,Greenlee,37.3087924,2009,195.2677306
04011,AZ,4011-2011,Greenlee,11.6198001,2011,187.8552242
04012,AZ,4012-2007,La Paz,79.4715144,2007,145.8009089
04012,AZ,4012-2009,La Paz,74.955027,2009,145.3568311
04012,AZ,4012-2011,La Paz,78.3583917,2011,139.8311922
04013,AZ,4013-2007,Maricopa,68.3714428,2007,175.7281267
04013,AZ,4013-2009,Maricopa,66.4656293,2009,172.1821593
04013,AZ,4013-2011,Maricopa,68.3204458,2011,167.0788257
04015,AZ,4015-2007,Mohave,53.611911,2007,227.4242077
04015,AZ,4015-2009,Mohave,55.9476453,2009,224.5320231
04015,AZ,4015-2011,Mohave,54.8551774,2011,225.3728807
04017,AZ,4017-2007,Navajo,49.5499959,2007,177.0857566
04017,AZ,4017-2009,Navajo,48.683337,2009,170.0671217
04017,AZ,4017-2011,Navajo,54.0047301,2011,169.5932693
04019,AZ,4019-2007,Pima,59.6030677,2007,177.421435
04019,AZ,4019-2009,Pima,57.8317977,2009,177.0398084
04019,AZ,4019-2011,Pima,61.7440522,2011,172.9008888
04021,AZ,4021-2007,Pinal,36.0172222,2007,169.0094488
04021,AZ,4021-2009,Pinal,35.7811134,2009,158.649099
04021,AZ,4021-2011,Pinal,35.5098801,2011,159.555459
04023,AZ,4023-2007,Santa Cruz,77.2978544,2007,157.5491441
04023,AZ,4023-2009,Santa Cruz,70.8231477,2009,154.811665
04023,AZ,4023-2011,Santa Cruz,58.7297592,2011,148.4133716
04025,AZ,4025-2007,Yavapai,70.2816928,2007,179.6289957
04025,AZ,4025-2009,Yavapai,65.3728105,2009,174.7782268
04025,AZ,4025-2011,Yavapai,62.76901,2011,173.4731739
04027,AZ,4027-2007,Yuma,51.273648,2007,145.8009089
04027,AZ,4027-2009,Yuma,52.2916963,2009,145.3568311
04027,AZ,4027-2011,Yuma,50.2812764,2011,139.8311922
05001,AR,5001-2007,Arkansas,62.1278799,2007,242.2507622
05001,AR,5001-2009,Arkansas,94.8816615,2009,241.7027355
05001,AR,5001-2011,Arkansas,84.6919331,2011,240.6734112
05003,AR,5003-2007,Ashley,67.3914997,2007,246.2929717
05003,AR,5003-2009,Ashley,59.2498063,2009,244.2167697
05003,AR,5003-2011,Ashley,73.7599115,2011,242.2830294
05005,AR,5005-2007,Baxter,69.3033815,2007,221.0495619
05005,AR,5005-2009,Baxter,73.5346443,2009,220.8824448
05005,AR,5005-2011,Baxter,69.8189522,2011,219.3597192
05007,AR,5007-2007,Benton,61.1481634,2007,184.5893129
05007,AR,5007-2009,Benton,60.7528026,2009,182.7928203
05007,AR,5007-2011,Benton,64.5994832,2011,180.5957877
05009,AR,5009-2007,Boone,76.3921098,2007,215.6088892
05009,AR,5009-2009,Boone,67.8960376,2009,215.6948592
05009,AR,5009-2011,Boone,64.7755796,2011,213.8781931
05011,AR,5011-2007,Bradley,50.1504514,2007,225.9683608
05011,AR,5011-2009,Bradley,33.9270568,2009,223.8147486
05011,AR,5011-2011,Bradley,26.1278523,2011,222.1993966
05013,AR,5013-2007,Calhoun,18.2715147,2007,233.4896196
05013,AR,5013-2009,Calhoun,38.491147,2009,234.0461546
05013,AR,5013-2011,Calhoun,19.4401244,2011,229.1820633
05015,AR,5015-2007,Carroll,73.3191583,2007,199.7971651
05015,AR,5015-2009,Carroll,68.0077314,2009,197.50247
05015,AR,5015-2011,Carroll,54.5216633,2011,198.6916845
05017,AR,5017-2007,Chicot,56.8735782,2007,260.1453614
05017,AR,5017-2009,Chicot,50.748541,2009,259.9459548
05017,AR,5017-2011,Chicot,51.1901715,2011,259.7255793
05019,AR,5019-2007,Clark,97.1119743,2007,211.2877769
05019,AR,5019-2009,Clark,83.9102161,2009,207.7285013
05019,AR,5019-2011,Clark,78.747047,2011,204.7694263
05021,AR,5021-2007,Clay,62.2354991,2007,241.7091931
05021,AR,5021-2009,Clay,70.5806866,2009,241.4690103
05021,AR,5021-2011,Clay,56.675063,2011,240.7947435
05023,AR,5023-2007,Cleburne,59.3307491,2007,207.7698365
05023,AR,5023-2009,Cleburne,66.40625,2009,204.3582727
05023,AR,5023-2011,Cleburne,57.9128219,2011,202.5410866
05025,AR,5025-2007,Cleveland,11.4481969,2007,225.7367552
05025,AR,5025-2009,Cleveland,23.7079184,2009,222.1404775
05025,AR,5025-2011,Cleveland,23.0627306,2011,214.520044
05027,AR,5027-2007,Columbia,65.8219516,2007,241.8594955
05027,AR,5027-2009,Columbia,62.8825354,2009,240.6135504
05027,AR,5027-2011,Columbia,61.4728905,2011,244.2221619
05029,AR,5029-2007,Conway,53.1966341,2007,211.165796
05029,AR,5029-2009,Conway,43.2713111,2009,205.1743639
05029,AR,5029-2011,Conway,32.9102022,2011,204.4654815
05031,AR,5031-2007,Craighead,71.1292035,2007,219.4625361
05031,AR,5031-2009,Craighead,82.7597767,2009,215.1340865
05031,AR,5031-2011,Craighead,81.3711031,2011,212.02272
05033,AR,5033-2007,Crawford,55.8990429,2007,227.7904903
05033,AR,5033-2009,Crawford,46.587468,2009,228.8318204
05033,AR,5033-2011,Crawford,48.4308408,2011,225.6006253
05035,AR,5035-2007,Crittenden,65.2303206,2007,279.5741297
05035,AR,5035-2009,Crittenden,66.0103353,2009,276.6464301
05035,AR,5035-2011,Crittenden,65.3142009,2011,277.0665428
05037,AR,5037-2007,Cross,59.0540613,2007,261.2172664
05037,AR,5037-2009,Cross,48.5332183,2009,258.5964097
05037,AR,5037-2011,Cross,50.6158259,2011,260.5259625
05039,AR,5039-2007,Dallas,48.8340862,2007,249.737423
05039,AR,5039-2009,Dallas,50.0563134,2009,248.0886341
05039,AR,5039-2011,Dallas,37.1655104,2011,249.0125859
05041,AR,5041-2007,Desha,87.4954429,2007,231.3509105
05041,AR,5041-2009,Desha,74.8615062,2009,230.1370572
05041,AR,5041-2011,Desha,70.5163363,2011,228.6447325
05043,AR,5043-2007,Drew,85.5935377,2007,225.9397192
05043,AR,5043-2009,Drew,80.5412371,2009,222.9507033
05043,AR,5043-2011,Drew,70.3958412,2011,218.8069058
05045,AR,5045-2007,Faulkner,54.4631084,2007,208.6963463
05045,AR,5045-2009,Faulkner,56.6800139,2009,203.3909193
05045,AR,5045-2011,Faulkner,61.886507,2011,199.6054299
05047,AR,5047-2007,Franklin,44.2037794,2007,230.9052174
05047,AR,5047-2009,Franklin,33.30373,2009,228.5857225
05047,AR,5047-2011,Franklin,33.246523,2011,228.6836096
05049,AR,5049-2007,Fulton,42.3980327,2007,206.6626597
05049,AR,5049-2009,Fulton,60.4229607,2009,206.0826605
05049,AR,5049-2011,Fulton,32.5309044,2011,200.9031658
05051,AR,5051-2007,Garland,80.8298532,2007,221.752221
05051,AR,5051-2009,Garland,76.1583688,2009,220.5361704
05051,AR,5051-2011,Garland,80.3097072,2011,222.4021104
05053,AR,5053-2007,Grant,57.123272,2007,236.4904052
05053,AR,5053-2009,Grant,50.6756757,2009,228.712359
05053,AR,5053-2011,Grant,27.7963087,2011,231.2436339
05055,AR,5055-2007,Greene,59.5503945,2007,218.6937414
05055,AR,5055-2009,Greene,65.8600839,2009,218.2351672
05055,AR,5055-2011,Greene,63.2022472,2011,217.1672911
05057,AR,5057-2007,Hempstead,60.3136309,2007,229.9450668
05057,AR,5057-2009,Hempstead,52.1127372,2009,227.0554988
05057,AR,5057-2011,Hempstead,44.3636041,2011,226.0852828
05059,AR,5059-2007,Hot Spring,47.0824571,2007,226.0134117
05059,AR,5059-2009,Hot Spring,53.4809828,2009,224.5422909
05059,AR,5059-2011,Hot Spring,48.6603205,2011,223.9379332
05061,AR,5061-2007,Howard,63.8026372,2007,246.848922
05061,AR,5061-2009,Howard,55.9792877,2009,245.5637849
05061,AR,5061-2011,Howard,57.6119833,2011,240.4996089
05063,AR,5063-2007,Independence,69.5329702,2007,216.984874
05063,AR,5063-2009,Independence,63.5213952,2009,211.603815
05063,AR,5063-2011,Independence,73.2481484,2011,210.7369144
05065,AR,5065-2007,Izard,15.3480163,2007,219.7901747
05065,AR,5065-2009,Izard,23.0096641,2009,215.0137803
05065,AR,5065-2011,Izard,29.8084805,2011,213.9580666
05067,AR,5067-2007,Jackson,29.3444451,2007,239.8936197
05067,AR,5067-2009,Jackson,30.0156081,2009,241.5322489
05067,AR,5067-2011,Jackson,33.5833427,2011,238.7374186
05069,AR,5069-2007,Jefferson,91.924496,2007,239.4754575
05069,AR,5069-2009,Jefferson,78.7751731,2009,240.370414
05069,AR,5069-2011,Jefferson,76.0695643,2011,236.9854135
05071,AR,5071-2007,Johnson,64.5734119,2007,213.4310197
05071,AR,5071-2009,Johnson,68.0163239,2009,211.6573857
05071,AR,5071-2011,Johnson,54.3858286,2011,210.7774659
05073,AR,5073-2007,Lafayette,25.9201659,2007,254.0849425
05073,AR,5073-2009,Lafayette,26.652452,2009,252.8146025
05073,AR,5073-2011,Lafayette,26.6098989,2011,255.5620282
05075,AR,5075-2007,Lawrence,41.5011561,2007,232.914522
05075,AR,5075-2009,Lawrence,23.6938751,2009,233.5171148
05075,AR,5075-2011,Lawrence,34.9283968,2011,229.8943555
05077,AR,5077-2007,Lee,28.0321435,2007,262.0673715
05077,AR,5077-2009,Lee,29.0725846,2009,257.5061468
05077,AR,5077-2011,Lee,29.0528762,2011,256.1093346
05079,AR,5079-2007,Lincoln,29.2077401,2007,201.2431924
05079,AR,5079-2009,Lincoln,14.7568804,2009,199.6760301
05079,AR,5079-2011,Lincoln,7.1397972,2011,194.758169
05081,AR,5081-2007,Little River,38.7987895,2007,240.5327665
05081,AR,5081-2009,Little River,23.162446,2009,240.7241307
05081,AR,5081-2011,Little River,30.7787011,2011,239.831582
05083,AR,5083-2007,Logan,57.3419787,2007,240.9723754
05083,AR,5083-2009,Logan,53.7105004,2009,241.9170909
05083,AR,5083-2011,Logan,40.3768506,2011,239.8452885
05085,AR,5085-2007,Lonoke,56.6206886,2007,226.9516963
05085,AR,5085-2009,Lonoke,56.9911664,2009,228.0624692
05085,AR,5085-2011,Lonoke,56.2437807,2011,226.7811212
05087,AR,5087-2007,Madison,25.7433389,2007,226.7109351
05087,AR,5087-2009,Madison,12.5984252,2009,224.1666197
05087,AR,5087-2011,Madison,19.0162272,2011,223.2580831
05089,AR,5089-2007,Marion,48.1666566,2007,231.1432868
05089,AR,5089-2009,Marion,36.1576473,2009,233.3101738
05089,AR,5089-2011,Marion,36.2034635,2011,235.2368025
05091,AR,5091-2007,Miller,60.6046479,2007,235.6555967
05091,AR,5091-2009,Miller,55.1445246,2009,234.4107793
05091,AR,5091-2011,Miller,57.1311045,2011,234.0654079
05093,AR,5093-2007,Mississippi,77.2366445,2007,260.5096597
05093,AR,5093-2009,Mississippi,68.6621607,2009,260.0567995
05093,AR,5093-2011,Mississippi,63.0901101,2011,259.0159883
05095,AR,5095-2007,Monroe,81.6993464,2007,276.3371649
05095,AR,5095-2009,Monroe,73.4304247,2009,273.7877233
05095,AR,5095-2011,Monroe,49.5356037,2011,272.4072482
05097,AR,5097-2007,Montgomery,22.0555801,2007,198.6499766
05097,AR,5097-2009,Montgomery,33.3000333,2009,197.7164196
05097,AR,5097-2011,Montgomery,21.2021626,2011,195.3163387
05099,AR,5099-2007,Nevada,42.8678598,2007,239.3964982
05099,AR,5099-2009,Nevada,32.7367962,2009,239.6844651
05099,AR,5099-2011,Nevada,33.2704891,2011,237.3573101
05101,AR,5101-2007,Newton,0,2007,226.8048658
05101,AR,5101-2009,Newton,12.2085215,2009,225.6558298
05101,AR,5101-2011,Newton,24.2013553,2011,218.9345763
05103,AR,5103-2007,Ouachita,53.7985628,2007,249.795237
05103,AR,5103-2009,Ouachita,55.0487575,2009,246.0698958
05103,AR,5103-2011,Ouachita,42.503864,2011,247.8856421
05105,AR,5105-2007,Perry,19.3012932,2007,221.4642168
05105,AR,5105-2009,Perry,9.6974399,2009,220.7647886
05105,AR,5105-2011,Perry,28.8322922,2011,219.886655
05107,AR,5107-2007,Phillips,63.883185,2007,296.688303
05107,AR,5107-2009,Phillips,57.3586349,2009,294.1559078
05107,AR,5107-2011,Phillips,51.3011846,2011,294.7022158
05109,AR,5109-2007,Pike,18.4706317,2007,218.414144
05109,AR,5109-2009,Pike,28.2299802,2009,219.1545293
05109,AR,5109-2011,Pike,26.6453504,2011,216.7532654
05111,AR,5111-2007,Poinsett,68.3252281,2007,276.1851386
05111,AR,5111-2009,Poinsett,64.8245685,2009,274.8956571
05111,AR,5111-2011,Poinsett,73.4274292,2011,272.5669322
05113,AR,5113-2007,Polk,44.6938471,2007,230.3684946
05113,AR,5113-2009,Polk,59.2329335,2009,225.1878247
05113,AR,5113-2011,Polk,48.5201359,2011,223.7802895
05115,AR,5115-2007,Pope,89.5361016,2007,222.9482104
05115,AR,5115-2009,Pope,91.3408842,2009,221.6323225
05115,AR,5115-2011,Pope,81.8212446,2011,220.4335256
05117,AR,5117-2007,Prairie,56.7279328,2007,245.2432732
05117,AR,5117-2009,Prairie,58.2614775,2009,241.8767484
05117,AR,5117-2011,Prairie,46.4144813,2011,238.4823422
05119,AR,5119-2007,Pulaski,83.7351197,2007,222.8766027
05119,AR,5119-2009,Pulaski,86.4091499,2009,216.9030595
05119,AR,5119-2011,Pulaski,88.0147243,2011,207.9956378
05121,AR,5121-2007,Randolph,49.8891353,2007,226.9386632
05121,AR,5121-2009,Randolph,61.2745098,2009,227.8050383
05121,AR,5121-2011,Randolph,55.5031359,2011,224.2801127
05123,AR,5123-2007,St. Francis,67.1942661,2007,253.4169063
05123,AR,5123-2009,St. Francis,45.7055799,2009,249.7378309
05123,AR,5123-2011,St. Francis,42.9031105,2011,246.2596805
05125,AR,5125-2007,Saline,41.9326771,2007,195.4825476
05125,AR,5125-2009,Saline,47.2604048,2009,191.0854369
05125,AR,5125-2011,Saline,52.0424374,2011,189.8752148
05127,AR,5127-2007,Scott,44.2712945,2007,234.1957556
05127,AR,5127-2009,Scott,17.9807606,2009,230.5266314
